,format
1039,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,53,320,438,671,Raspberry-leaf"
1040,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,442,174,645,499,Raspberry-leaf"
1041,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,420,498,641,794,Raspberry-leaf"
1042,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,638,599,990,964,Raspberry-leaf"
1043,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,574,534,747,716,Raspberry-leaf"
1044,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,722,419,984,628,Raspberry-leaf"
1045,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,868,270,1226,537,Raspberry-leaf"
1046,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,583,105,920,417,Raspberry-leaf"
1047,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yellow-raspberry-leaf-chlorosis-nutrient-deficiency-probably-lack-iron-gardening-problem-72461965.jpg,863,1,1290,319,Raspberry-leaf"
1048,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-late-blight-conn-2015-139rcs.jpg,17,20,1598,848,Tomato-leaf-late-blight"
1049,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,337,235,462,371,Strawberry-leaf"
1050,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,461,258,579,399,Strawberry-leaf"
1051,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,293,356,459,452,Strawberry-leaf"
1052,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,109,341,274,438,Strawberry-leaf"
1053,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,125,216,243,370,Strawberry-leaf"
1054,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,43,226,137,366,Strawberry-leaf"
1055,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,44,91,142,213,Strawberry-leaf"
1056,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,119,82,262,165,Strawberry-leaf"
1057,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,106,26,240,112,Strawberry-leaf"
1058,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,444,78,554,186,Strawberry-leaf"
1059,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,396,106,482,218,Strawberry-leaf"
1060,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,312,27,446,102,Strawberry-leaf"
1061,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/strawberry-leaf-isolated-on-white-background-picture-id487562700?k=6&m=487562700&s=612x612&w=0&h=uJYH7WuQOtfgoSp4EKzGuRPXoejL470Pkh_zMoIJYEs=.jpg,287,85,418,155,Strawberry-leaf"
1062,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-plant-diseases-identification-leaf-spot-tomato-disease-tomato-plant-fungus-identification.jpg,442,13,598,299,Tomato-leaf-bacterial-spot"
1063,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-plant-diseases-identification-leaf-spot-tomato-disease-tomato-plant-fungus-identification.jpg,130,64,373,660,Tomato-leaf-bacterial-spot"
1064,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,576,214,695,303,Soyabean-leaf"
1065,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,440,297,484,357,Soyabean-leaf"
1066,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,401,223,442,295,Soyabean-leaf"
1067,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,322,284,383,339,Soyabean-leaf"
1068,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,296,336,334,375,Soyabean-leaf"
1069,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,523,273,570,347,Soyabean-leaf"
1070,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,701,285,785,380,Soyabean-leaf"
1071,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,704,428,763,494,Soyabean-leaf"
1072,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,484,334,537,401,Soyabean-leaf"
1073,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,413,366,473,403,Soyabean-leaf"
1074,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soy-964327_960_720.jpg,774,309,869,393,Soyabean-leaf"
1075,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_leaf-mold_03_zoom.jpg,6,71,900,640,Tomato-mold-leaf"
1076,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/vine-leaves-10824119.jpg,149,167,560,523,grape-leaf"
1077,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/vine-leaves-10824119.jpg,32,509,309,786,grape-leaf"
1078,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/vine-leaves-10824119.jpg,549,182,812,437,grape-leaf"
1079,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/vine-leaves-10824119.jpg,815,163,1133,431,grape-leaf"
1080,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/vine-leaves-10824119.jpg,1007,413,1268,655,grape-leaf"
1081,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/vine-leaves-10824119.jpg,621,455,930,814,grape-leaf"
1082,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-leaf-spot-septoria-lycopersici-on-a-tomato-leaflet-acg9j5.jpg,89,8,357,484,Tomato-Septoria-leaf-spot"
1083,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-early-blight-1.jpg,392,189,1589,1250,Tomato-Early-blight-leaf"
1084,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,36,17,230,142,Peach-leaf"
1085,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,206,81,406,199,Peach-leaf"
1086,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,248,26,391,156,Peach-leaf"
1087,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,59,180,224,251,Peach-leaf"
1088,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,143,169,287,228,Peach-leaf"
1089,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,40,243,154,400,Peach-leaf"
1090,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,94,255,205,374,Peach-leaf"
1091,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,350,222,420,374,Peach-leaf"
1092,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,297,292,352,395,Peach-leaf"
1093,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,244,244,376,353,Peach-leaf"
1094,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-leaves-isolated-on-white-background-618456884.jpg,193,253,320,309,Peach-leaf"
1095,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499780.jpg,254,105,333,188,Tomato-leaf-mosaic-virus"
1096,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499780.jpg,214,126,267,218,Tomato-leaf-mosaic-virus"
1097,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499780.jpg,126,120,203,218,Tomato-leaf-mosaic-virus"
1098,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499780.jpg,15,82,157,168,Tomato-leaf-mosaic-virus"
1099,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499780.jpg,123,29,206,116,Tomato-leaf-mosaic-virus"
1100,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soybean-magnesium-2.jpg,370,335,669,725,Soyabean-leaf"
1101,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soybean-magnesium-2.jpg,484,153,814,402,Soyabean-leaf"
1102,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/soybean-magnesium-2.jpg,114,133,485,365,Soyabean-leaf"
1103,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,109,145,315,286,Cherry-leaf"
1104,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,281,148,423,273,Cherry-leaf"
1105,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,372,146,516,286,Cherry-leaf"
1106,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,419,63,581,262,Cherry-leaf"
1107,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,542,284,639,530,Cherry-leaf"
1108,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,344,297,506,427,Cherry-leaf"
1109,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,236,294,377,474,Cherry-leaf"
1110,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,582,91,674,225,Cherry-leaf"
1111,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,603,302,749,399,Cherry-leaf"
1112,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/yoshino-weeping-cherry-tree2.jpg,705,387,770,571,Cherry-leaf"
1113,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499771.jpg,8,13,91,116,Tomato-leaf-mosaic-virus"
1114,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499771.jpg,25,133,107,219,Tomato-leaf-mosaic-virus"
1115,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499771.jpg,94,119,199,255,Tomato-leaf-mosaic-virus"
1116,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499771.jpg,99,8,196,111,Tomato-leaf-mosaic-virus"
1117,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-mosaic-virus-disease-on-260nw-625499771.jpg,203,59,331,175,Tomato-leaf-mosaic-virus"
1118,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/sweetcorn_Northern-corn-leaf-blight_zoom.jpg,1,32,504,315,Corn-leaf-blight"
1119,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-leaf.jpg,229,78,548,335,Tomato-leaf"
1120,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato-leaf.jpg,102,281,1142,818,Tomato-leaf"
1121,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-fresh-peach-with-green-leaf-isolated-on-white-background-548680618.jpg,41,144,198,377,Peach-leaf"
1122,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-fresh-peach-with-green-leaf-isolated-on-white-background-548680618.jpg,191,135,298,278,Peach-leaf"
1123,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-fresh-peach-with-green-leaf-isolated-on-white-background-548680618.jpg,138,12,264,88,Peach-leaf"
1124,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-fresh-peach-with-green-leaf-isolated-on-white-background-548680618.jpg,138,91,242,173,Peach-leaf"
1125,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/thumb-20130802_112143.jpg,2,6,700,871,Apple-rust-leaf"
1126,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-fruits-with-leaf-isolated-on-white-background-639972919.jpg,107,38,239,166,Peach-leaf"
1127,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-peach-fruits-with-leaf-isolated-on-white-background-639972919.jpg,37,78,222,210,Peach-leaf"
1128,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,284,214,387,325,Strawberry-leaf"
1129,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,225,276,331,358,Strawberry-leaf"
1130,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,337,276,439,357,Strawberry-leaf"
1131,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,243,22,355,117,Strawberry-leaf"
1132,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,343,18,419,127,Strawberry-leaf"
1133,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,221,110,344,181,Strawberry-leaf"
1134,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,113,90,227,176,Strawberry-leaf"
1135,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,63,13,150,124,Strawberry-leaf"
1136,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,13,101,112,175,Strawberry-leaf"
1137,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,120,245,217,345,Strawberry-leaf"
1138,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,20,242,114,341,Strawberry-leaf"
1139,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,70,196,163,331,Strawberry-leaf"
1140,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,1017,660,1110,750,Tomato-leaf-yellow-virus"
1141,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,225,231,301,266,Tomato-leaf-yellow-virus"
1142,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,374,339,440,431,Tomato-leaf-yellow-virus"
1143,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,557,280,654,360,Tomato-leaf-yellow-virus"
1144,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,768,353,826,387,Tomato-leaf-yellow-virus"
1145,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,816,292,872,343,Tomato-leaf-yellow-virus"
1146,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/tomato_yellow_leaf_curl_virus.jpg,760,481,775,546,Tomato-leaf-yellow-virus"
